"description","qid","item","wiki_name","name","label"
"term for any mountain-based sport activity","Q820236","http://www.wikidata.org/entity/Q820236","Mountain sport","mountain sport","0"
"action sport","Q612269","http://www.wikidata.org/entity/Q612269","Mountainboarding","mountainboarding","0"
"person who climbs mountains","Q9149093","http://www.wikidata.org/entity/Q9149093","Mountaineer","mountaineer","0"
"small long tailed rodent","Q2751034","http://www.wikidata.org/entity/Q2751034","Mouse","mouse","0"
"type of care for offsprings","Q1570122","http://www.wikidata.org/entity/Q1570122","Mouthbrooder","mouthbrooder","0"
"strategy of the government of the Socialist Federal Republic of Yugoslavia to conduct massive transfer of industrial plants, machinery, technology and experts from PR Serbia to the western republics of Yugoslavia during the Informbiro period & after","Q56279938","http://www.wikidata.org/entity/Q56279938","Relocation of Serbian industry during the Informbiro period","Moving of the Serbian Industry","1"
"roughly horizontal conveyor for pedestrians","Q847580","http://www.wikidata.org/entity/Q847580","Moving walkway","moving walkway","0"
"Japanese manga series","Q111098073","http://www.wikidata.org/entity/Q111098073","Mr. Unlucky Has No Choice But to Kiss!","Mr. Unlucky Has No Choice But to Kiss!","2"
"Finnish television streaming service","Q56399059","http://www.wikidata.org/entity/Q56399059","MTV Katsomo","MTV Katsomo","1"
"mixture of water and any combination of soil, silt, and clay","Q170449","http://www.wikidata.org/entity/Q170449","Mud","mud","0"
"uncooked earth used as building material","Q2090236","http://www.wikidata.org/entity/Q2090236","Mudbrick","mudbrick","0"
"Muslims seceded from Ali's army in 657","Q18405362","http://www.wikidata.org/entity/Q18405362","Muhakkima","Muhakkima","1"
"indigenous religion of Columbia","Q24961792","http://www.wikidata.org/entity/Q24961792","Muisca religion","Muisca religion","1"
"manga series","Q56314232","http://www.wikidata.org/entity/Q56314232","Mujirushi: The Sign of Dreams","Mujirushi: The Sign of Dreams","2"
"person who is qualified to exercise ijtihad in the evaluation of Islamic law","Q673566","http://www.wikidata.org/entity/Q673566","Mujtahid","mujtahid","2"
"organism that consists of more than one cell","Q36458","http://www.wikidata.org/entity/Q36458","Multicellular organism","multicellular organism","0"
"person who writes in more than one language","Q117322803","http://www.wikidata.org/entity/Q117322803","Multilingual writer","multilingual writer","0"
"folk play","Q350800","http://www.wikidata.org/entity/Q350800","Mummers' play","mummers play","1"
"institution aimed to gather together all the world's knowledge, ""paper internet""","Q451","http://www.wikidata.org/entity/Q451","Mundaneum","Mundaneum","1"
"annual film festival held in Munich, Germany","Q1479823","http://www.wikidata.org/entity/Q1479823","Internationales Festival der Filmhochschulen München","Munich International Festival of Film Schools","1"
"type of second-tier subdivision of Vietnam","Q97166215","http://www.wikidata.org/entity/Q97166215","Municipal city","municipal city","1"
"administrative division of Belgium","Q493522","http://www.wikidata.org/entity/Q493522","Municipalities of Belgium","municipality of Belgium","1"
"lowest administrative division in Estonia","Q612229","http://www.wikidata.org/entity/Q612229","Municipalities of Estonia","municipality of Estonia","1"
"type of administrative division in Norway","Q755707","http://www.wikidata.org/entity/Q755707","Municipalities of Norway","municipality of Norway","1"
"smallest government division in Switzerland","Q70208","http://www.wikidata.org/entity/Q70208","Municipalities of Switzerland","municipality of Switzerland","1"
"Scottish peak over 3,000 ft","Q1320721","http://www.wikidata.org/entity/Q1320721","Munro","Munro","1"
"independent book shop in Victoria, British Columbia, Canada","Q6936821","http://www.wikidata.org/entity/Q6936821","Munro's Books","Munro's Books","1"
"publisher","Q974352","http://www.wikidata.org/entity/Q974352","Munzinger-Archiv","Munzinger-Archiv","1"
"well known bookshop in the Charing Cross Road from 1988 to 2009","Q6937673","http://www.wikidata.org/entity/Q6937673","Murder One (bookshop)","Murder One","1"
"historic memorial stones at locations of murders","Q1720510","http://www.wikidata.org/entity/Q1720510","Murder stone","murder stone","0"
"Murfie (also DBA Crossies)","Q16963393","http://www.wikidata.org/entity/Q16963393","Murfie","Murfie","0"
"mountain of the Glarus Alps","Q16542","http://www.wikidata.org/entity/Q16542","Mürtschenstock","Mürtschenstock","1"
"Religious and social movement","Q12859136","http://www.wikidata.org/entity/Q12859136","Muscular Christianity","Muscular Christianity","2"
"museum in Milan, Italy","Q51099","http://www.wikidata.org/entity/Q51099","Museo Teatrale alla Scala","Museo Teatrale alla Scala","1"
"museum in Japan","Q1649688","http://www.wikidata.org/entity/Q1649688","Museum of Contemporary Art Tokyo","Museum of Contemporary Art Tokyo","1"
"dog powered sport or transport method","Q18608406","http://www.wikidata.org/entity/Q18608406","Mushing","mushing","2"
"fleshy, spore-bearing fruiting body of a fungus, typically produced above ground on soil or on its food source","Q83093","http://www.wikidata.org/entity/Q83093","Mushroom","mushroom","0"
"use of artificial intelligence in the development of music and music genre","Q16254165","http://www.wikidata.org/entity/Q16254165","Music and artificial intelligence","music and artificial intelligence","0"
"director of music, for an orchestra, film, radio station, etc.","Q1198887","http://www.wikidata.org/entity/Q1198887","Music director","music director","0"
"music festival","Q6941964","http://www.wikidata.org/entity/Q6941964","Music in the Parks","Music in the Parks","1"
"painting by Édouard Manet","Q210277","http://www.wikidata.org/entity/Q210277","Music in the Tuileries","Music in the Tuileries","2"
"overview of musical traditions in Cyprus","Q245931","http://www.wikidata.org/entity/Q245931","Music of Cyprus","music of Cyprus","1"
"overview of musical traditions in Japan","Q257533","http://www.wikidata.org/entity/Q257533","Music of Japan","music of Japan","2"
"variety of musical genres from Puerto Rico","Q427183","http://www.wikidata.org/entity/Q427183","Music of Puerto Rico","music of Puerto Rico","2"
"ensemble of two musicians","Q9212979","http://www.wikidata.org/entity/Q9212979","Musical duo","musical duo","0"
"occupational rating in the United States Navy","Q6942592","http://www.wikidata.org/entity/Q6942592","Musician (United States Navy)","Musician","1"
"founding father of the Republic of Turkey (c. 1881-1938)","Q5152","http://www.wikidata.org/entity/Q5152","Mustafa Kemal Atatürk","Mustafa Kemal Atatürk","2"
"American film production company","Q3331002","http://www.wikidata.org/entity/Q3331002","Mutual Film Company","Mutual Film Company","2"
"town in Zimbabwe","Q1470461","http://www.wikidata.org/entity/Q1470461","Muzvezve","Muzvezve","1"
"transport company of Miskolc, Hungary","Q19476","http://www.wikidata.org/entity/Q19476","MVK Zrt.","MVK Zrt.","1"
"2012 film by Jeethu Joseph","Q32780","http://www.wikidata.org/entity/Q32780","My Boss","My Boss","1"
"luxury hotel in Chennai, India","Q6945492","http://www.wikidata.org/entity/Q6945492","Welcomhotel by ITC Hotels, Cathedral Road, Chennai","My Fortune, Chennai","1"
"Japanese manga series","Q81329957","http://www.wikidata.org/entity/Q81329957","My Roomie Is a Dino","My Roomie Is a Dino","2"
"parasite fungus of another fungus","Q60794338","http://www.wikidata.org/entity/Q60794338","Mycoparasitism","mycoparasitism","0"
"plants that live in association with ants","Q460973","http://www.wikidata.org/entity/Q460973","Myrmecophyte","Myrmecophyte","0"
"city in the state of Karnataka, India","Q10086","http://www.wikidata.org/entity/Q10086","Mysore","Mysore","1"
"sub-genre of the more general category of crime film and at times the thriller genre","Q1200678","http://www.wikidata.org/entity/Q1200678","Mystery film","mystery film","0"
"music festival","Q924893","http://www.wikidata.org/entity/Q924893","Mysteryland","Mystery Land","1"
"narrative genre in modern literature and film","Q3331891","http://www.wikidata.org/entity/Q3331891","Mythopoeia","mythopoeia","0"
"religion of the Nabateans","Q22948424","http://www.wikidata.org/entity/Q22948424","Nabataean religion","Nabataean religion","1"
"Neo-nazi organisation in Servia","Q6957275","http://www.wikidata.org/entity/Q6957275","Nacionalni stroj","Nacionalni stroj","1"
"Colombian counterculture movement","Q2496232","http://www.wikidata.org/entity/Q2496232","Nadaism","nadaism","1"
"mountain in the Pennine Alps","Q30426","http://www.wikidata.org/entity/Q30426","Nadelhorn","Nadelhorn","1"
"South African writer (1923–2014)","Q47619","http://www.wikidata.org/entity/Q47619","Nadine Gordimer","Nadine Gordimer","2"
"German model","Q76665","http://www.wikidata.org/entity/Q76665","Nadja Auermann","Nadja Auermann","2"
"hip-hop dance","Q28018321","http://www.wikidata.org/entity/Q28018321","Nae Nae","Nae Nae","2"
"Korean dish of cold noodles","Q715084","http://www.wikidata.org/entity/Q715084","Naengmyeon","naengmyeon","2"
"form of snake worship in Karnataka and Kerala, India","Q138469","http://www.wikidata.org/entity/Q138469","Nagaradhane","Nagaradhane","1"
"type of Japanese pole weapon","Q546116","http://www.wikidata.org/entity/Q546116","Naginata","naginata","2"
"founder of Tenrikyo (1798–1887)","Q2723199","http://www.wikidata.org/entity/Q2723199","Nakayama Miki","Nakayama Miki","1"
"river in South Korea","Q55501","http://www.wikidata.org/entity/Q55501","Nakdong River","Nakdong River","1"
"Indian folk dance","Q6961677","http://www.wikidata.org/entity/Q6961677","Namgen","Namgen","2"
"legal restrictions on the names that parents can legally give to their children","Q57334392","http://www.wikidata.org/entity/Q57334392","Naming law","naming law","0"
"settlement in Grue Municipality, Norway","Q1810488","http://www.wikidata.org/entity/Q1810488","Namnå","Namnå","1"
"Deep fried fish in Uganda","Q132121963","http://www.wikidata.org/entity/Q132121963","Nangnang Fish","Nangnang Fish","1"
"rock and sediment microstructure","Q130279","http://www.wikidata.org/entity/Q130279","Nanobe","nanobe","0"
"Traditional dance in Wales","Q6964316","http://www.wikidata.org/entity/Q6964316","Welsh dance","Nantgarw tradition","1"
"city and commune in Campania, Italy","Q2634","http://www.wikidata.org/entity/Q2634","Naples","Naples","2"
"video on demand service by NASA","Q123384126","http://www.wikidata.org/entity/Q123384126","NASA+","NASA+","2"
"capital city of the Commonwealth of the Bahamas","Q2467","http://www.wikidata.org/entity/Q2467","Nassau, The Bahamas","Nassau","1"
"German actress","Q76711","http://www.wikidata.org/entity/Q76711","Nastassja Kinski","Nastassja Kinski","2"
"Russian theatre director (1903–1993)","Q274899","http://www.wikidata.org/entity/Q274899","Natalya Sats","Natalya Sats","1"
"English music producer","Q6969698","http://www.wikidata.org/entity/Q6969698","Nathaniel James Clarkson","Nathaniel James Clarkson","1"
"historical folk dance","Q6414041","http://www.wikidata.org/entity/Q6414041","Nati (dance)","Nati","1"
"science branch of the United States National Academies","Q270794","http://www.wikidata.org/entity/Q270794","National Academy of Sciences","National Academy of Sciences","1"
"government agency","Q308084","http://www.wikidata.org/entity/Q308084","National Authority for Investigation and Prosecution of Economic and Environmental Crime in Norway","National Authority for Investigation and Prosecution of Economic and Environmental Crime in Norway","1"
"set of annual American literary awards","Q1505018","http://www.wikidata.org/entity/Q1505018","National Book Critics Circle Award","National Book Critics Circle Award","1"
"retail bookstore chain","Q6971094","http://www.wikidata.org/entity/Q6971094","National Book Store","National Book Store","1"
"member of a government-designated group of major Chinese cities","Q1066538","http://www.wikidata.org/entity/Q1066538","National central city","national central city","1"
"museum in Russia","Q367690","http://www.wikidata.org/entity/Q367690","National Centre for Contemporary Arts","National Centre for Contemporary Arts","1"
"national commission of Unesco","Q16965797","http://www.wikidata.org/entity/Q16965797","National Commissions for UNESCO","National Commission for UNESCO","0"
"Venezuelan telecommunications regulator","Q940077","http://www.wikidata.org/entity/Q940077","National Commission of Telecommunications","National Commission of Telecommunications","1"
